公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数,核减,治愈核减,死亡核减
4月30日,地区级,湖北,荆门,,,,,,
4月30日,地区级,湖北,鄂州,,,,,,
4月30日,地区级,湖北,咸宁,,,,,,
4月30日,地区级,湖北,十堰,,,,,,
4月30日,地区级,湖北,仙桃,,,,,,
4月30日,地区级,湖北,天门,,,,,,
4月30日,地区级,湖北,恩施州,,,,,,
4月30日,地区级,湖北,潜江,,,,,,
4月30日,地区级,湖北,神农架,,,,,,
4月30日,地区级,湖北,地区待确认,,,,,,
4月30日,地区级,湖北,监狱系统,,,,,,
4月30日,省级,广东,,,8,,,,
4月30日,地区级,广东,深圳,,,,,,
4月30日,地区级,广东,广州,,,,,,
4月30日,地区级,广东,珠海,,,,,,
4月30日,地区级,广东,佛山,,,,,,
4月30日,地区级,广东,东莞,,,,,,
4月30日,地区级,广东,中山,,,,,,
4月30日,地区级,广东,惠州,,,,,,
4月30日,地区级,广东,汕头,,,,,,
4月30日,地区级,广东,湛江,,,,,,
4月30日,地区级,广东,江门,,,,,,
4月30日,地区级,广东,肇庆,,,,,,
4月30日,地区级,广东,梅州,,,,,,
4月30日,地区级,广东,阳江,,,,,,
4月30日,地区级,广东,茂名,,,,,,
4月30日,地区级,广东,清远,,,,,,
4月30日,地区级,广东,揭阳,,,,,,
4月30日,地区级,广东,韶关,,,,,,
4月30日,地区级,广东,潮州,,,,,,
4月30日,地区级,广东,汕尾,,,,,,
4月30日,地区级,广东,河源,,,,,,
4月30日,地区级,广东,地区待确认,,8,,,,
4月30日,省级,浙江,,,1,,,,
4月30日,地区级,浙江,温州,,,,,,
4月30日,地区级,浙江,杭州,,,,,,
4月30日,地区级,浙江,宁波,,,,,,
4月30日,地区级,浙江,台州,,,,,,
4月30日,地区级,浙江,金华,,,,,,
4月30日,地区级,浙江,绍兴,,,,,,
4月30日,地区级,浙江,嘉兴,,,,,,
4月30日,地区级,浙江,丽水,,,,,,
4月30日,地区级,浙江,衢州,,,,,,
4月30日,地区级,浙江,湖州,,,,,,
4月30日,地区级,浙江,舟山,,,,,,
4月30日,地区级,浙江,省十里丰监狱,,,,,,
4月30日,地区级,浙江,境外输入,,1,,,,
4月30日,省级,河南,,,,,,,
4月30日,地区级,河南,信阳,,,,,,
4月30日,地区级,河南,南阳,,,,,,
4月30日,地区级,河南,郑州,,,,,,
4月30日,地区级,河南,驻马店,,,,,,
4月30日,地区级,河南,商丘,,,,,,
4月30日,地区级,河南,周口,,,,,,
4月30日,地区级,河南,平顶山,,,,,,
4月30日,地区级,河南,新乡,,,,,,
4月30日,地区级,河南,安阳,,,,,,
4月30日,地区级,河南,许昌,,,,,,
4月30日,地区级,河南,漯河,,,,,,
4月30日,地区级,河南,洛阳,,,,,,
4月30日,地区级,河南,焦作,,,,,,
4月30日,地区级,河南,开封,,,,,,
4月30日,地区级,河南,鹤壁,,,,,,
4月30日,地区级,河南,濮阳,,,,,,
4月30日,地区级,河南,三门峡,,,,,,
4月30日,地区级,河南,济源示范区,,,,,,
4月30日,地区级,河南,地区待确认,,,,,,
4月30日,省级,湖南,,,,,,,
4月30日,地区级,湖南,长沙,,,,,,
4月30日,地区级,湖南,岳阳,,,,,,
4月30日,地区级,湖南,邵阳,,,,,,
4月30日,地区级,湖南,常德,,,,,,
4月30日,地区级,湖南,娄底,,,,,,
4月30日,地区级,湖南,株洲,,,,,,
4月30日,地区级,湖南,益阳,,,,,,
4月30日,地区级,湖南,衡阳,,,,,,
4月30日,地区级,湖南,永州,,,,,,
4月30日,地区级,湖南,怀化,,,,,,
4月30日,地区级,湖南,郴州,,,,,,
4月30日,地区级,湖南,湘潭,,,,,,
4月30日,地区级,湖南,湘西自治州,,,,,,
4月30日,地区级,湖南,张家界,,,,,,
4月30日,省级,安徽,,,,,,,
4月30日,地区级,安徽,合肥,,,,,,
4月30日,地区级,安徽,蚌埠,,,,,,
4月30日,地区级,安徽,阜阳,,,,,,
4月30日,地区级,安徽,亳州,,,,,,
4月30日,地区级,安徽,安庆,,,,,,
4月30日,地区级,安徽,六安,,,,,,
4月30日,地区级,安徽,马鞍山,,,,,,
4月30日,地区级,安徽,宿州,,,,,,
4月30日,地区级,安徽,芜湖,,,,,,
4月30日,地区级,安徽,铜陵,,,,,,
4月30日,地区级,安徽,淮北,,,,,,
4月30日,地区级,安徽,淮南,,,,,,
4月30日,地区级,安徽,池州,,,,,,
4月30日,地区级,安徽,滁州,,,,,,
4月30日,地区级,安徽,黄山,,,,,,
4月30日,地区级,安徽,宣城,,,,,,
4月30日,省级,江西,,,,,,,
4月30日,地区级,江西,南昌,,,,,,
4月30日,地区级,江西,新余,,,,,,
4月30日,地区级,江西,上饶,,,,,,
4月30日,地区级,江西,九江,,,,,,
4月30日,地区级,江西,宜春,,,,,,
4月30日,地区级,江西,赣州,,,,,,
4月30日,地区级,江西,抚州,,,,,,
4月30日,地区级,江西,萍乡,,,,,,
4月30日,地区级,江西,吉安,,,,,,
4月30日,地区级,江西,鹰潭,,,,,,
4月30日,地区级,江西,景德镇,,,,,,
4月30日,地区级,江西,赣江新区,,,,,,
4月30日,省级,江苏,,,2,,,,
4月30日,地区级,江苏,南京,,,,,,
4月30日,地区级,江苏,苏州,,,,,,
4月30日,地区级,江苏,徐州,,,,,,
4月30日,地区级,江苏,淮安,,,,,,
4月30日,地区级,江苏,无锡,,,,,,
4月30日,地区级,江苏,连云港,,,,,,
4月30日,地区级,江苏,南通,,,,,,
4月30日,地区级,江苏,泰州,,,,,,
4月30日,地区级,江苏,常州,,,,,,
4月30日,地区级,江苏,扬州,,,,,,
4月30日,地区级,江苏,盐城,,,,,,
4月30日,地区级,江苏,镇江,,,,,,
4月30日,地区级,江苏,宿迁,,,,,,
4月30日,地区级,江苏,境外输入,,2,,,,
4月30日,省级,重庆,,,,,,,
4月30日,地区级,重庆,万州区,,,,,,
4月30日,地区级,重庆,江北区,,,,,,
4月30日,地区级,重庆,垫江县,,,,,,
4月30日,地区级,重庆,云阳县,,,,,,
4月30日,地区级,重庆,九龙坡区,,,,,,
4月30日,地区级,重庆,渝中区,,,,,,
4月30日,地区级,重庆,忠县,,,,,,
4月30日,地区级,重庆,合川区,,,,,,
4月30日,地区级,重庆,开州区,,,,,,
4月30日,地区级,重庆,两江新区,,,,,,
4月30日,地区级,重庆,长寿区,,,,,,
4月30日,地区级,重庆,綦江区,,,,,,
4月30日,地区级,重庆,奉节县,,,,,,
4月30日,地区级,重庆,渝北区,,,,,,
4月30日,地区级,重庆,潼南区,,,,,,
4月30日,地区级,重庆,大足区,,,,,,
4月30日,地区级,重庆,巫溪县,,,,,,
4月30日,地区级,重庆,石柱县,,,,,,
4月30日,地区级,重庆,巫山县,,,,,,
4月30日,地区级,重庆,丰都县,,,,,,
4月30日,地区级,重庆,璧山区,,,,,,
4月30日,地区级,重庆,荣昌区,,,,,,
4月30日,地区级,重庆,铜梁区,,,,,,
4月30日,地区级,重庆,南岸区,,,,,,
4月30日,地区级,重庆,大渡口区,,,,,,
4月30日,地区级,重庆,永川区,,,,,,
4月30日,地区级,重庆,巴南区,,,,,,
4月30日,地区级,重庆,江津区,,,,,,
4月30日,地区级,重庆,高新区,,,,,,
4月30日,地区级,重庆,梁平区,,,,,,
4月30日,地区级,重庆,涪陵区,,,,,,
4月30日,地区级,重庆,沙坪坝区,,,,,,
4月30日,地区级,重庆,城口县,,,,,,
4月30日,地区级,重庆,彭水县,,,,,,
4月30日,地区级,重庆,黔江区,,,,,,
4月30日,地区级,重庆,万盛经开区,,,,,,
4月30日,地区级,重庆,酉阳县,,,,,,
4月30日,地区级,重庆,武隆区,,,,,,
4月30日,地区级,重庆,秀山县,,,,,,
4月30日,省级,山东,,,,,,,
4月30日,地区级,山东,青岛,,,,,,
4月30日,地区级,山东,济南,,,,,,
4月30日,地区级,山东,临沂,,,,,,
4月30日,地区级,山东,济宁,,,,,,
4月30日,地区级,山东,烟台,,,,,,
4月30日,地区级,山东,潍坊,,,,,,
4月30日,地区级,山东,威海,,,,,,
4月30日,地区级,山东,聊城,,,,,,
4月30日,地区级,山东,德州,,,,,,
4月30日,地区级,山东,泰安,,,,,,
4月30日,地区级,山东,枣庄,,,,,,
4月30日,地区级,山东,淄博,,,,,,
4月30日,地区级,山东,菏泽,,,,,,
4月30日,地区级,山东,日照,,,,,,
4月30日,地区级,山东,滨州,,,,,,
4月30日,地区级,山东,任城监狱,,,,,,
4月30日,省级,四川,,,,,,,
4月30日,地区级,四川,成都,,,,,,
4月30日,地区级,四川,南充,,,,,,
4月30日,地区级,四川,广安,,,,,,
4月30日,地区级,四川,达州,,,,,,
4月30日,地区级,四川,甘孜,,,,,,
4月30日,地区级,四川,巴中,,,,,,
4月30日,地区级,四川,绵阳,,,,,,
4月30日,地区级,四川,内江,,,,,,
4月30日,地区级,四川,泸州,,,,,,
4月30日,地区级,四川,德阳,,,,,,
4月30日,地区级,四川,攀枝花,,,,,,
4月30日,地区级,四川,遂宁,,,,,,
4月30日,地区级,四川,凉山,,,,,,
4月30日,地区级,四川,宜宾,,,,,,
4月30日,地区级,四川,自贡,,,,,,
4月30日,地区级,四川,眉山,,,,,,
4月30日,地区级,四川,广元,,,,,,
4月30日,地区级,四川,雅安,,,,,,
4月30日,地区级,四川,乐山,,,,,,
4月30日,地区级,四川,资阳,,,,,,
4月30日,地区级,四川,阿坝,,,,,,
4月30日,省级,北京,,,5,,,,
4月30日,地区级,北京,朝阳,,,,,,
4月30日,地区级,北京,海淀,,,,,,
4月30日,地区级,北京,西城,,,,,,
4月30日,地区级,北京,大兴,,,,,,
4月30日,地区级,北京,丰台,,,,,,
4月30日,地区级,北京,外地来京,,,,,,
4月30日,地区级,北京,昌平,,,,,,
4月30日,地区级,北京,通州,,,,,,
4月30日,地区级,北京,房山,,,,,,
4月30日,地区级,北京,石景山,,,,,,
4月30日,地区级,北京,顺义,,,,,,
4月30日,地区级,北京,东城,,,,,,
4月30日,地区级,北京,怀柔,,,,,,
4月30日,地区级,北京,密云,,,,,,
4月30日,地区级,北京,门头沟,,,,,,
4月30日,地区级,北京,延庆,,,,,,
4月30日,地区级,北京,地区待确认,,5,,,,
4月30日,省级,黑龙江,,5,,,,,
4月30日,地区级,黑龙江,哈尔滨,,,,,,
4月30日,地区级,黑龙江,双鸭山,,,,,,
4月30日,地区级,黑龙江,绥化,,,,,,
4月30日,地区级,黑龙江,鸡西,,,,,,
4月30日,地区级,黑龙江,齐齐哈尔,,,,,,
4月30日,地区级,黑龙江,七台河,,,,,,
4月30日,地区级,黑龙江,佳木斯,,,,,,
4月30日,地区级,黑龙江,大庆,,,,,,
4月30日,地区级,黑龙江,牡丹江,5,,,,,
4月30日,地区级,黑龙江,鹤岗,,,,,,
4月30日,地区级,黑龙江,黑河,,,,,,
4月30日,地区级,黑龙江,大兴安岭,,,,,,
4月30日,省级,上海,,5,2,,,,
4月30日,地区级,上海,外地来沪,,,,,,
4月30日,地区级,上海,浦东,,,,,,
4月30日,地区级,上海,宝山,,,,,,
4月30日,地区级,上海,闵行,,,,,,
4月30日,地区级,上海,静安,,,,,,
4月30日,地区级,上海,徐汇,,,,,,
4月30日,地区级,上海,松江,,,,,,
4月30日,地区级,上海,长宁,,,,,,
4月30日,地区级,上海,奉贤,,,,,,
4月30日,地区级,上海,普陀,,,,,,
4月30日,地区级,上海,嘉定,,,,,,
4月30日,地区级,上海,虹口,,,,,,
4月30日,地区级,上海,杨浦,,,,,,
4月30日,地区级,上海,黄浦,,,,,,
4月30日,地区级,上海,青浦,,,,,,
4月30日,地区级,上海,金山,,,,,,
4月30日,地区级,上海,崇明,,,,,,
4月30日,地区级,上海,地区待确认,,,,,,
4月30日,地区级,上海,境外输入,5,2,,,,
4月30日,省级,福建,,,,,,,
4月30日,地区级,福建,福州,,,,,,
4月30日,地区级,福建,莆田,,,,,,
4月30日,地区级,福建,泉州,,,,,,
4月30日,地区级,福建,厦门,,,,,,
4月30日,地区级,福建,宁德,,,,,,
4月30日,地区级,福建,南平,,,,,,
4月30日,地区级,福建,漳州,,,,,,
4月30日,地区级,福建,三明,,,,,,
4月30日,地区级,福建,龙岩,,,,,,
4月30日,地区级,福建,地区待确认,,,,,,
4月30日,省级,河北,,,,,,,
4月30日,地区级,河北,沧州,,,,,,
4月30日,地区级,河北,唐山,,,,,,
4月30日,地区级,河北,邯郸,,,,,,
4月30日,地区级,河北,保定,,,,,,
4月30日,地区级,河北,石家庄,,,,,,
4月30日,地区级,河北,廊坊,,,,,,
4月30日,地区级,河北,邢台,,,,,,
4月30日,地区级,河北,张家口,,,,,,
4月30日,地区级,河北,衡水,,,,,,
4月30日,地区级,河北,承德,,,,,,
4月30日,地区级,河北,秦皇岛,,,,,,
4月30日,省级,陕西,,,1,,,,
4月30日,地区级,陕西,西安,,,,,,
4月30日,地区级,陕西,安康,,,,,,
4月30日,地区级,陕西,汉中,,,,,,
4月30日,地区级,陕西,咸阳,,,,,,
4月30日,地区级,陕西,渭南,,,,,,
4月30日,地区级,陕西,宝鸡,,,,,,
4月30日,地区级,陕西,延安,,,,,,
4月30日,地区级,陕西,铜川,,,,,,
4月30日,地区级,陕西,商洛,,,,,,
4月30日,地区级,陕西,榆林,,,,,,
4月30日,地区级,陕西,地区待确认,,,,,,
4月30日,地区级,陕西,境外输入,,1,,,,
4月30日,省级,广西,,,,,,,
4月30日,地区级,广西,南宁,,,,,,
4月30日,地区级,广西,北海,,,,,,
4月30日,地区级,广西,桂林,,,,,,
4月30日,地区级,广西,柳州,,,,,,
4月30日,地区级,广西,河池,,,,,,
4月30日,地区级,广西,防城港,,,,,,
4月30日,地区级,广西,来宾,,,,,,
4月30日,地区级,广西,玉林,,,,,,
4月30日,地区级,广西,贵港,,,,,,
4月30日,地区级,广西,钦州,,,,,,
4月30日,地区级,广西,梧州,,,,,,
4月30日,地区级,广西,贺州,,,,,,
4月30日,地区级,广西,百色,,,,,,
4月30日,地区级,广西,崇左,,,,,,
4月30日,省级,云南,,,,,,,
4月30日,地区级,云南,昆明,,,,,,
4月30日,地区级,云南,西双版纳州,,,,,,
4月30日,地区级,云南,玉溪,,,,,,
4月30日,地区级,云南,大理,,,,,,
4月30日,地区级,云南,昭通市,,,,,,
4月30日,地区级,云南,曲靖,,,,,,
4月30日,地区级,云南,保山市,,,,,,
4月30日,地区级,云南,丽江市,,,,,,
4月30日,地区级,云南,红河,,,,,,
4月30日,地区级,云南,德宏州,,,,,,
4月30日,地区级,云南,普洱,,,,,,
4月30日,地区级,云南,楚雄州,,,,,,
4月30日,地区级,云南,文山州,,,,,,
4月30日,地区级,云南,临沧,,,,,,
4月30日,地区级,云南,地区待确认,,,,,,
4月30日,省级,海南,,,,,,,
4月30日,地区级,海南,三亚,,,,,,
4月30日,地区级,海南,海口,,,,,,
4月30日,地区级,海南,万宁,,,,,,
4月30日,地区级,海南,儋州,,,,,,
4月30日,地区级,海南,澄迈县,,,,,,
4月30日,地区级,海南,临高县,,,,,,
4月30日,地区级,海南,琼海,,,,,,
4月30日,地区级,海南,昌江县,,,,,,
4月30日,地区级,海南,陵水县,,,,,,
4月30日,地区级,海南,保亭,,,,,,
4月30日,地区级,海南,文昌,,,,,,
4月30日,地区级,海南,东方,,,,,,
4月30日,地区级,海南,定安县,,,,,,
4月30日,地区级,海南,乐东,,,,,,
4月30日,地区级,海南,琼中县,,,,,,
4月30日,省级,山西,,,8,,,,
4月30日,地区级,山西,晋中,,,,,,
4月30日,地区级,山西,运城,,,,,,
4月30日,地区级,山西,太原,,,,,,
4月30日,地区级,山西,大同,,,,,,
4月30日,地区级,山西,晋城,,,,,,
4月30日,地区级,山西,忻州,,,,,,
4月30日,地区级,山西,长治,,,,,,
4月30日,地区级,山西,朔州,,,,,,
4月30日,地区级,山西,吕梁,,,,,,
4月30日,地区级,山西,阳泉,,,,,,
4月30日,地区级,山西,临汾,,,,,,
4月30日,地区级,山西,境外输入,,8,,,,
4月30日,省级,贵州,,,,,,,
4月30日,地区级,贵州,贵阳,,,,,,
4月30日,地区级,贵州,毕节,,,,,,
4月30日,地区级,贵州,遵义,,,,,,
4月30日,地区级,贵州,六盘水,,,,,,
4月30日,地区级,贵州,黔南州,,,,,,
4月30日,地区级,贵州,黔东南州,,,,,,
4月30日,地区级,贵州,铜仁,,,,,,
4月30日,地区级,贵州,黔西南州,,,,,,
4月30日,地区级,贵州,安顺,,,,,,
4月30日,省级,辽宁,,,,,,,
4月30日,地区级,辽宁,沈阳,,,,,,
4月30日,地区级,辽宁,大连,,,,,,
4月30日,地区级,辽宁,锦州,,,,,,
4月30日,地区级,辽宁,盘锦,,,,,,
4月30日,地区级,辽宁,葫芦岛,,,,,,
4月30日,地区级,辽宁,阜新,,,,,,
4月30日,地区级,辽宁,丹东,,,,,,
4月30日,地区级,辽宁,朝阳市,,,,,,
4月30日,地区级,辽宁,铁岭,,,,,,
4月30日,地区级,辽宁,辽阳,,,,,,
4月30日,地区级,辽宁,鞍山,,,,,,
4月30日,地区级,辽宁,本溪,,,,,,
4月30日,地区级,辽宁,营口,,,,,,
4月30日,省级,天津,,,1,,,,
4月30日,地区级,天津,宝坻区,,,,,,
4月30日,地区级,天津,河北区,,,,,,
4月30日,地区级,天津,河东区,,,,,,
4月30日,地区级,天津,外地来津,,,,,,
4月30日,地区级,天津,和平区,,,,,,
4月30日,地区级,天津,河西区,,,,,,
4月30日,地区级,天津,宁河区,,,,,,
4月30日,地区级,天津,西青区,,,,,,
4月30日,地区级,天津,东丽区,,,,,,
4月30日,地区级,天津,滨海新区,,,,,,
4月30日,地区级,天津,南开区,,,,,,
4月30日,地区级,天津,红桥区,,,,,,
4月30日,地区级,天津,北辰区,,,,,,
4月30日,地区级,天津,津南区,,,,,,
4月30日,地区级,天津,武清区,,,,,,
4月30日,地区级,天津,境外输入,,1,,,,
4月30日,省级,甘肃,,,,,,,
4月30日,地区级,甘肃,兰州,,,,,,
4月30日,地区级,甘肃,天水,,,,,,
4月30日,地区级,甘肃,定西,,,,,,
4月30日,地区级,甘肃,平凉,,,,,,
4月30日,地区级,甘肃,甘南州,,,,,,
4月30日,地区级,甘肃,陇南,,,,,,
4月30日,地区级,甘肃,白银,,,,,,
4月30日,地区级,甘肃,庆阳,,,,,,
4月30日,地区级,甘肃,临夏,,,,,,
4月30日,地区级,甘肃,张掖,,,,,,
4月30日,地区级,甘肃,金昌,,,,,,
4月30日,地区级,甘肃,地区待确认,,,,,,
4月30日,省级,吉林,,,2,,,,
4月30日,地区级,吉林,长春,,,,,,
4月30日,地区级,吉林,四平,,,,,,
4月30日,地区级,吉林,辽源,,,,,,
4月30日,地区级,吉林,吉林,,,,,,
4月30日,地区级,吉林,延边,,,,,,
4月30日,地区级,吉林,通化,,,,,,
4月30日,地区级,吉林,松原,,,,,,
4月30日,地区级,吉林,白城,,,,,,
4月30日,地区级,吉林,境外输入,,2,,,,
4月30日,省级,内蒙古,,1,2,,,,
4月30日,地区级,内蒙古,包头,,,,,,
4月30日,地区级,内蒙古,鄂尔多斯,,,,,,
4月30日,地区级,内蒙古,呼和浩特,,,,,,
4月30日,地区级,内蒙古,通辽,,,,,,
4月30日,地区级,内蒙古,巴彦淖尔,,,,,,
4月30日,地区级,内蒙古,呼伦贝尔,1,,,,,
4月30日,地区级,内蒙古,赤峰,,,,,,
4月30日,地区级,内蒙古,乌兰察布,,,,,,
4月30日,地区级,内蒙古,锡林郭勒,,,,,,
4月30日,地区级,内蒙古,乌海,,,,,,
4月30日,地区级,内蒙古,兴安盟,,,,,,
4月30日,地区级,内蒙古,境外输入,,2,,,,
4月30日,省级,新疆,,,,,,,
4月30日,地区级,新疆,乌鲁木齐,,,,,,
4月30日,地区级,新疆,伊犁州,,,,,,
4月30日,地区级,新疆,昌吉州,,,,,,
4月30日,地区级,新疆,巴州,,,,,,
4月30日,地区级,新疆,阿克苏,,,,,,
4月30日,地区级,新疆,兵团第一师,,,,,,
4月30日,地区级,新疆,兵团第二师,,,,,,
4月30日,地区级,新疆,兵团第三师,,,,,,
4月30日,地区级,新疆,兵团第四师,,,,,,
4月30日,地区级,新疆,兵团第五师,,,,,,
4月30日,地区级,新疆,兵团第六师,,,,,,
4月30日,地区级,新疆,兵团第七师,,,,,,
4月30日,地区级,新疆,兵团第八师,,,,,,
4月30日,地区级,新疆,兵团第九师,,,,,,
4月30日,地区级,新疆,兵团第十师,,,,,,
4月30日,地区级,新疆,兵团第十一师,,,,,,
4月30日,地区级,新疆,兵团第十二师,,,,,,
4月30日,地区级,新疆,兵团第十三师,,,,,,
4月30日,地区级,新疆,兵团第十四师,,,,,,
4月30日,地区级,新疆,吐鲁番,,,,,,
4月30日,省级,宁夏,,,,,,,
4月30日,地区级,宁夏,银川,,,,,,
4月30日,地区级,宁夏,吴忠,,,,,,
4月30日,地区级,宁夏,固原,,,,,,
4月30日,地区级,宁夏,中卫,,,,,,
4月30日,地区级,宁夏,石嘴山,,,,,,
4月30日,地区级,宁夏,宁东,,,,,,
4月30日,省级,香港,,,16,,,,
4月30日,地区级,香港,香港,,16,,,,
4月30日,省级,台湾,,,11,,,,
4月30日,地区级,台湾,台湾,,11,,,,
4月30日,省级,青海,,,,,,,
4月30日,地区级,青海,西宁,,,,,,
4月30日,地区级,青海,海北州,,,,,,
4月30日,省级,澳门,,,1,,,,
4月30日,地区级,澳门,澳门,,1,,,,
4月30日,省级,西藏,,,,,,,
4月30日,地区级,西藏,拉萨,,,,,,
4月30日,国家级,,,12,32,,,,
5月1日,省级,湖北,,,,,,,
5月1日,地区级,湖北,武汉,,,,,,
5月1日,地区级,湖北,孝感,,,,,,
5月1日,地区级,湖北,黄冈,,,,,,
5月1日,地区级,湖北,随州,,,,,,
5月1日,地区级,湖北,荆州,,,,,,
5月1日,地区级,湖北,襄阳,,,,,,
5月1日,地区级,湖北,黄石,,,,,,
5月1日,地区级,湖北,宜昌,,,,,,
5月1日,地区级,湖北,荆门,,,,,,
5月1日,地区级,湖北,鄂州,,,,,,
5月1日,地区级,湖北,咸宁,,,,,,
5月1日,地区级,湖北,十堰,,,,,,
5月1日,地区级,湖北,仙桃,,,,,,
5月1日,地区级,湖北,天门,,,,,,
5月1日,地区级,湖北,恩施州,,,,,,
5月1日,地区级,湖北,潜江,,,,,,
5月1日,地区级,湖北,神农架,,,,,,
5月1日,地区级,湖北,地区待确认,,,,,,
5月1日,地区级,湖北,监狱系统,,,,,,
5月1日,省级,广东,,,2,,,,
5月1日,地区级,广东,深圳,,,,,,
5月1日,地区级,广东,广州,,,,,,
5月1日,地区级,广东,珠海,,,,,,
5月1日,地区级,广东,佛山,,,,,,
5月1日,地区级,广东,东莞,,,,,,
5月1日,地区级,广东,中山,,,,,,
5月1日,地区级,广东,惠州,,,,,,
5月1日,地区级,广东,汕头,,,,,,
5月1日,地区级,广东,湛江,,,,,,
5月1日,地区级,广东,江门,,,,,,
5月1日,地区级,广东,肇庆,,,,,,
5月1日,地区级,广东,梅州,,,,,,
5月1日,地区级,广东,阳江,,,,,,
5月1日,地区级,广东,茂名,,,,,,
5月1日,地区级,广东,清远,,,,,,
5月1日,地区级,广东,揭阳,,,,,,
5月1日,地区级,广东,韶关,,,,,,
5月1日,地区级,广东,潮州,,,,,,
5月1日,地区级,广东,汕尾,,,,,,
5月1日,地区级,广东,河源,,,,,,
5月1日,地区级,广东,地区待确认,,2,,,,
5月1日,省级,浙江,,,1,,,,
5月1日,地区级,浙江,温州,,,,,,
5月1日,地区级,浙江,杭州,,,,,,
5月1日,地区级,浙江,宁波,,,,,,
5月1日,地区级,浙江,台州,,,,,,
5月1日,地区级,浙江,金华,,,,,,
5月1日,地区级,浙江,绍兴,,,,,,
5月1日,地区级,浙江,嘉兴,,,,,,
5月1日,地区级,浙江,丽水,,,,,,
5月1日,地区级,浙江,衢州,,,,,,
5月1日,地区级,浙江,湖州,,,,,,
5月1日,地区级,浙江,舟山,,,,,,
5月1日,地区级,浙江,省十里丰监狱,,,,,,
5月1日,地区级,浙江,境外输入,,1,,,,
5月1日,省级,河南,,,,,,,
5月1日,地区级,河南,信阳,,,,,,
5月1日,地区级,河南,南阳,,,,,,
5月1日,地区级,河南,郑州,,,,,,
5月1日,地区级,河南,驻马店,,,,,,
5月1日,地区级,河南,商丘,,,,,,
5月1日,地区级,河南,周口,,,,,,
5月1日,地区级,河南,平顶山,,,,,,
5月1日,地区级,河南,新乡,,,,,,
5月1日,地区级,河南,安阳,,,,,,
5月1日,地区级,河南,许昌,,,,,,
5月1日,地区级,河南,漯河,,,,,,
5月1日,地区级,河南,洛阳,,,,,,
5月1日,地区级,河南,焦作,,,,,,
5月1日,地区级,河南,开封,,,,,,
5月1日,地区级,河南,鹤壁,,,,,,
5月1日,地区级,河南,濮阳,,,,,,
5月1日,地区级,河南,三门峡,,,,,,
5月1日,地区级,河南,济源示范区,,,,,,
5月1日,地区级,河南,地区待确认,,,,,,
5月1日,省级,湖南,,,,,,,
5月1日,地区级,湖南,长沙,,,,,,
5月1日,地区级,湖南,岳阳,,,,,,
5月1日,地区级,湖南,邵阳,,,,,,
5月1日,地区级,湖南,常德,,,,,,
5月1日,地区级,湖南,娄底,,,,,,
5月1日,地区级,湖南,株洲,,,,,,
5月1日,地区级,湖南,益阳,,,,,,
5月1日,地区级,湖南,衡阳,,,,,,
5月1日,地区级,湖南,永州,,,,,,
5月1日,地区级,湖南,怀化,,,,,,
5月1日,地区级,湖南,郴州,,,,,,
5月1日,地区级,湖南,湘潭,,,,,,
5月1日,地区级,湖南,湘西自治州,,,,,,
5月1日,地区级,湖南,张家界,,,,,,
5月1日,省级,安徽,,,,,,,
5月1日,地区级,安徽,合肥,,,,,,
5月1日,地区级,安徽,蚌埠,,,,,,
5月1日,地区级,安徽,阜阳,,,,,,
5月1日,地区级,安徽,亳州,,,,,,
5月1日,地区级,安徽,安庆,,,,,,
5月1日,地区级,安徽,六安,,,,,,
5月1日,地区级,安徽,马鞍山,,,,,,
5月1日,地区级,安徽,宿州,,,,,,
5月1日,地区级,安徽,芜湖,,,,,,
5月1日,地区级,安徽,铜陵,,,,,,
5月1日,地区级,安徽,淮北,,,,,,
5月1日,地区级,安徽,淮南,,,,,,
5月1日,地区级,安徽,池州,,,,,,
5月1日,地区级,安徽,滁州,,,,,,
5月1日,地区级,安徽,黄山,,,,,,
5月1日,地区级,安徽,宣城,,,,,,
5月1日,省级,江西,,,,,,,
5月1日,地区级,江西,南昌,,,,,,
5月1日,地区级,江西,新余,,,,,,
5月1日,地区级,江西,上饶,,,,,,
5月1日,地区级,江西,九江,,,,,,
5月1日,地区级,江西,宜春,,,,,,
5月1日,地区级,江西,赣州,,,,,,
5月1日,地区级,江西,抚州,,,,,,
5月1日,地区级,江西,萍乡,,,,,,
5月1日,地区级,江西,吉安,,,,,,
5月1日,地区级,江西,鹰潭,,,,,,
5月1日,地区级,江西,景德镇,,,,,,
5月1日,地区级,江西,赣江新区,,,,,,
5月1日,省级,江苏,,,,,,,
5月1日,地区级,江苏,南京,,,,,,
5月1日,地区级,江苏,苏州,,,,,,
5月1日,地区级,江苏,徐州,,,,,,
5月1日,地区级,江苏,淮安,,,,,,
5月1日,地区级,江苏,无锡,,,,,,
5月1日,地区级,江苏,连云港,,,,,,
5月1日,地区级,江苏,南通,,,,,,
5月1日,地区级,江苏,泰州,,,,,,
5月1日,地区级,江苏,常州,,,,,,
5月1日,地区级,江苏,扬州,,,,,,
5月1日,地区级,江苏,盐城,,,,,,
5月1日,地区级,江苏,镇江,,,,,,
5月1日,地区级,江苏,宿迁,,,,,,
5月1日,地区级,江苏,境外输入,,,,,,
5月1日,省级,重庆,,,,,,,
5月1日,地区级,重庆,万州区,,,,,,
5月1日,地区级,重庆,江北区,,,,,,
